Frequency,S11_Real,S11_Imaginary,
16204099,0.5163589768,-0.7254470126,
16404119,0.4203396796,-0.7850097806,
16604139,0.3184019004,-0.8318293037,
16804159,0.2109293945,-0.8652289399,
17004178,0.1005577324,-0.8848529492,
17204198,-0.01084877273,-0.8899445949,
17404218,-0.1228841825,-0.8803975071,
17604238,-0.2312526668,-0.8575595045,
17804257,-0.3362766339,-0.8207823868,
18004277,-0.4356126156,-0.7704005993,
18204297,-0.5270887685,-0.7089300545,
18404317,-0.6097179915,-0.6376895751,
18604336,-0.6815438623,-0.5553766358,
18804356,-0.7432287089,-0.4652117224,
19004376,-0.7938711566,-0.3680464064,
19204396,-0.8309039282,-0.2659470892,
19404415,-0.8559748138,-0.1602669173,
19604435,-0.8670885538,-0.05229497853,
19804455,-0.8635626399,0.05495604666,
20004475,-0.8473964744,0.1620232153,
20204494,-0.8189866371,0.266214141,
20404514,-0.7770274772,0.365626647,
20604534,-0.722461194,0.458369528,
20804554,-0.6580504438,0.5462840004,
21004573,-0.5827942811,0.6219877237,
21204593,-0.4989388054,0.6897817952,
21404613,-0.4065413461,0.7459912924,
21604633,-0.30877532,0.7899920026,
21804652,-0.2062306453,0.8210377474,
22004672,-0.1007771234,0.8400752614,
22204692,0.008974212902,0.8445975547,
22404712,0.1173049793,0.8366165739,
22604731,0.2240191757,0.8137870388,
22804751,0.325521766,0.7783190847,
23004771,0.4243492737,0.7293461958,
23204791,0.5142663618,0.6686642494,
23404810,0.5973274658,0.5961266847,
23604830,0.6685339923,0.5138109437,
23804850,0.7312447951,0.4237169713,
24004870,0.779497456,0.3255995872,
24204889,0.8162487944,0.2227031345,
24404909,0.8381412894,0.1148459678,
24604929,0.8458781234,0.005272409296,
24804949,0.8408608818,-0.1036869943,
25004968,0.8220896932,-0.2096591586,
25204988,0.7888977826,-0.312084107,
25405008,0.7423998329,-0.4101541142,
25605028,0.6848580227,-0.5024408748,
25805047,0.6156040359,-0.5871776324,
26005067,0.5351996335,-0.661644583,
26205087,0.4458071762,-0.7248675948,
26405107,0.3500420485,-0.7760967409,
26605126,0.2493329221,-0.8145557819,
26805146,0.1431908417,-0.8399626946,
27005166,0.03560149603,-0.8511579911,
27205186,-0.07273072989,-0.8486910174,
27405206,-0.1787870328,-0.8320157219,
27605225,-0.2817807788,-0.8016486188,
27805245,-0.3786645676,-0.7596522574,
28005265,-0.4703665578,-0.7063674627,
28205285,-0.5536747148,-0.6414146492,
28405304,-0.6296559655,-0.56611331,
28605324,-0.6934558859,-0.4821917377,
28805344,-0.7462720828,-0.3921957308,
29005364,-0.7874351046,-0.2956946364,
29205383,-0.8171105453,-0.1960797286,
29405403,-0.8333475457,-0.09200637922,
29605423,-0.8361809697,0.01219482527,
29805443,-0.8255477305,0.1155901934,
30005462,-0.8036486101,0.2163151301,
30205482,-0.7688308198,0.3141410226,
30405502,-0.7217456847,0.4064677852,
30605522,-0.6659070658,0.4944946896,
30805541,-0.5925428595,0.5744750069,
31005561,-0.5216866138,0.6479944042,
31205581,-0.4315080476,0.700077772,
31405601,-0.3413310596,0.7476171554,
31605620,-0.2444512851,0.782644621,
31805640,-0.1435383674,0.8057051773,
32005660,-0.04109104183,0.8168198448,
32205680,0.06296617906,0.8142246579,
32405699,0.1651690081,0.7994208005,
32605719,0.2657706398,0.7711443531,
32805739,0.3625608128,0.730612602,
33005759,0.4531991106,0.6777151095,
33205778,0.5356082355,0.6147430853,
33405798,0.6103997587,0.5405296986,
33605818,0.6755776462,0.4577064164,
33805838,0.7288571115,0.3664603735,
34005857,0.7700198579,0.2712564224,
34205877,0.7993787154,0.1708336337,
34405897,0.8151752711,0.06556788823,
34605917,0.8178877605,-0.03980838364,
34805936,0.8063770426,-0.1437905469,
35005956,0.7812688826,-0.2471043501,
35205976,0.7444061593,-0.3453914416,
35405996,0.6959951027,-0.4377364389,
35606015,0.6345409574,-0.5235723897,
35806035,0.561229461,-0.6003368077,
36006055,0.4818698639,-0.6679697952,
36206075,0.3923827736,-0.7239950256,
36406094,0.2966344209,-0.7671496928,
36606114,0.1978588257,-0.7993662421,
36806134,0.09515240622,-0.8172485245,
37006154,-0.008585470591,-0.82267874,
37206173,-0.1121522064,-0.815200062,
37406193,-0.2129194386,-0.7942018759,
37606213,-0.3101493713,-0.7605315604,
37806233,-0.4030852368,-0.7168396561,
38006252,-0.4872229931,-0.6591112751,
38206272,-0.564860303,-0.5934207012,
38406292,-0.6341335436,-0.5168534696,
38606312,-0.6920878289,-0.4338362182,
38806331,-0.7404967198,-0.3448882215,
39006351,-0.7754162767,-0.2498800763,
39206371,-0.7985683875,-0.1515201036,
39406391,-0.8108474887,-0.05182918909,
39606410,-0.8089553194,0.04878401476,
39806430,-0.7956412976,0.1486124311,
40006450,-0.7696031674,0.2461707223,
40206470,-0.73151223,0.3407986441,
40406489,-0.682354458,0.4290943837,
40606509,-0.6215463183,0.5093858823,
40806529,-0.5527179117,0.5821476444,
41006549,-0.4736049788,0.6469259632,
41206568,-0.3868172492,0.7003079863,
41406588,-0.2948966759,0.7409197791,
41606608,-0.1996782495,0.7703519812,
41806628,-0.0996969384,0.7879295871,
42006647,0.001309845744,0.7929762347,
42206667,0.1022418044,0.7847508546,
42406687,0.2019276791,0.7636176924,
42606707,0.298479263,0.7314638745,
42806726,0.3891568522,0.6855682712,
43006746,0.4753125597,0.629293524,
43206766,0.5519990609,0.5626269376,
43406786,0.6204233603,0.4864306616,
43606805,0.6796152075,0.4025617339,
43806825,0.7251775477,0.3103663308,
44006845,0.7602155678,0.2145920717,
44206865,0.7817259868,0.1133546316,
44406884,0.7918848881,0.01067690373,
44606904,0.7873265254,-0.09184569192,
44806924,0.7698250274,-0.1939968552,
45006944,0.7390701211,-0.2919473413,
45206963,0.6957490661,-0.3858448815,
45406983,0.6401500787,-0.471739918,
45607003,0.5753577828,-0.5506695367,
45807023,0.49975365,-0.6205545716,
46007042,0.416472185,-0.6798549891,
46207062,0.3268219574,-0.7286910645,
46407082,0.231346167,-0.7645874328,
46607102,0.1325288963,-0.7886516857,
46807121,0.03273774013,-0.7988663572,
47007141,-0.06987709458,-0.7960989022,
47207161,-0.1679137267,-0.7813464732,
47407181,-0.2648980978,-0.755547341,
47607200,-0.355625969,-0.7167153773,
47807220,-0.4428792714,-0.6664245709,
48007240,-0.5199615522,-0.6055342196,
48207260,-0.5913794849,-0.5369091693,
48407279,-0.6516144752,-0.4593272627,
48607299,-0.7018035621,-0.3757610894,
48807319,-0.7426723556,-0.2871622845,
49007339,-0.7713201183,-0.1940981136,
49207358,-0.7884560566,-0.09740427873,
49407378,-0.7924576458,-0.0006573819614,
49607398,-0.7867041196,0.09568508208,
49807418,-0.7681649114,0.1904207457,
50007437,-0.7379537614,0.2809164722,
50207457,-0.6979687835,0.3687847366,
50407477,-0.645138538,0.4518346404,
50607497,-0.5853104655,0.5261159398,
50807516,-0.5140639044,0.592173266,
51007536,-0.4356959311,0.6511585044,
51207556,-0.3508612221,0.6978080834,
51407576,-0.2620083942,0.7363194558,
51607595,-0.1687823282,0.76166506,
51807615,-0.07205554595,0.7747218486,
52007635,0.0244864958,0.7763109353,
52207655,0.1209393285,0.767220526,
52407674,0.2173568155,0.7442826275,
52607694,0.3084669211,0.710005275,
52807714,0.3963875045,0.6654425921,
53007734,0.4768051762,0.6092943668,
53207753,0.5504403194,0.5427092739,
53407773,0.6155807057,0.4678472095,
53607793,0.6704064153,0.3843473561,
53807813,0.7148838673,0.2953026439,
54007833,0.7460848612,0.2005184756,
54207852,0.764844901,0.1021163636,
54407872,0.7730911937,0.0009291741322,
54607892,0.7662914482,-0.09878857901,
54807912,0.7472342624,-0.1964143865,
55007931,0.7156653365,-0.2920589867,
55207951,0.6717080052,-0.3818809833,
55407971,0.6165902159,-0.4668293979,
55607991,0.5518276768,-0.5426726851,
55808010,0.4774039246,-0.6093852027,
56008030,0.3946200196,-0.6677038431,
56208050,0.3050157445,-0.712653233,
56408070,0.2094209888,-0.7467162929,
56608089,0.1121032497,-0.7659606684,
56808109,0.01352290012,-0.775493221,
57008129,-0.08783416626,-0.7702060799,
57208149,-0.183730787,-0.75375785,
57408168,-0.2783526113,-0.7232427722,
57608188,-0.3687085736,-0.6825136854,
57808208,-0.4512977172,-0.6294073573,
58008228,-0.5267779646,-0.5665119961,
58208247,-0.5939888444,-0.4943325917,
58408267,-0.6513649102,-0.4159592062,
58608287,-0.6984957103,-0.3298171248,
58808307,-0.7325657926,-0.2397874884,
59008326,-0.7562430295,-0.1460998674,
59208346,-0.7686441033,-0.04978167614,
59408366,-0.7664249672,0.04570888931,
59608386,-0.7544956927,0.1411691927,
59808405,-0.7296346749,0.2351880134,
60008425,-0.6940040025,0.323630178,
60208445,-0.6478022233,0.4057222936,
60408465,-0.5900669068,0.4856504227,
60608484,-0.5262646239,0.5519568811,
60808504,-0.4540468735,0.6165146503,
61008524,-0.3701593535,0.6616701352,
61208544,-0.2904256847,0.6939946164,
61408563,-0.1932669063,0.7334409407,
61608583,-0.107109521,0.7728545979,
61808603,-0.005135680305,0.7561036956,
62008623,0.1256528757,0.7455072924,
62208642,0.1833115684,0.7317438276,
62408662,0.2730031926,0.7108277718,
62608682,0.3611220401,0.661987913,
62808702,0.442945739,0.6131854954,
63008721,0.5144519523,0.5520882971,
63208741,0.5778214471,0.4815297033,
63408761,0.6354493347,0.4053431621,
63608781,0.6810641814,0.3189133587,
63808800,0.717799549,0.2316507767,
64008820,0.7406213635,0.1373158736,
64208840,0.7532562125,0.04191503816,
64408860,0.7510435677,-0.0547352092,
64608879,0.7400048431,-0.1482356756,
64808899,0.7148162895,-0.2412411114,
65008919,0.6778156466,-0.3304972119,
65208939,0.6327885313,-0.4130869121,
65408958,0.5742748837,-0.490407651,
65608978,0.5076385968,-0.5601501163,
65808998,0.4332907805,-0.6211696251,
66009018,0.3534135241,-0.6704996342,
66209037,0.265964989,-0.7108491612,
66409057,0.173102919,-0.7382338272,
66609077,0.07939883647,-0.7545078791,
66809097,-0.01647838306,-0.7595163938,
67009116,-0.1124237033,-0.7509984772,
67209136,-0.2061209316,-0.7317565556,
67409156,-0.295691975,-0.6995200542,
67609176,-0.3822274965,-0.6560972652,
67809195,-0.4601550574,-0.6028937924,
68009215,-0.532431948,-0.5403346505,
68209235,-0.5931239292,-0.4706125957,
68409255,-0.646625212,-0.3928451455,
68609274,-0.6900589249,-0.308918901,
68809294,-0.7227439962,-0.2186004118,
69009314,-0.7425631493,-0.1263795452,
69209334,-0.7530266205,-0.03500835022,
69409353,-0.7489708209,0.05970702243,
69609373,-0.7351955435,0.1504949307,
69809393,-0.7102014222,0.2410370658,
70009413,-0.6738429622,0.3260053122,
70209432,-0.6263497575,0.40742723,
70409452,-0.5702683218,0.4805585811,
70609472,-0.5050782156,0.5479420028,
70809492,-0.4326985828,0.604555954,
71009511,-0.3529535174,0.6530496621,
71209531,-0.2671254346,0.6906813087,
71409551,-0.1791320211,0.7186391477,
71609571,-0.0870665768,0.7337425776,
71809590,0.004770244143,0.7386876641,
72009610,0.09815048209,0.7319071998,
72209630,0.1895016693,0.7125512582,
72409650,0.2772499109,0.681783448,
72609669,0.3614226655,0.6414515529,
72809689,0.4386369526,0.5898443305,
73009709,0.5105443654,0.5288726753,
73209729,0.574950799,0.4594000329,
73409748,0.6263402617,0.38226013,
73609768,0.6710365141,0.3005478728,
73809788,0.7044690101,0.2107208744,
74009808,0.724940993,0.1187320782,
74209827,0.7343478119,0.02636701343,
74409847,0.7337325809,-0.06851010006,
74609867,0.7177958944,-0.1615931004,
74809887,0.6922611819,-0.2538840786,
75009906,0.6540949426,-0.3404525406,
75209926,0.6056536051,-0.4222085531,
75409946,0.5469694261,-0.4966330258,
75609966,0.4797248165,-0.5629738596,
75809985,0.4045065633,-0.6193278421,
76010005,0.3197173703,-0.6660311482,
76210025,0.2335535029,-0.7008801655,
76410045,0.1433369278,-0.7252206311,
76610064,0.04682339951,-0.7379518702,
76810084,-0.04686636836,-0.73597859,
77010104,-0.1385279706,-0.7257476552,
77210124,-0.2299403805,-0.7017067285,
77410143,-0.3169690402,-0.6660549322,
77610163,-0.3998800311,-0.6214351647,
77810183,-0.4748508795,-0.5630422936,
78010203,-0.5431870218,-0.499434287,
78210222,-0.6006145591,-0.4273858747,
78410242,-0.6474295594,-0.3471011138,
78610262,-0.6856666846,-0.2621269222,
78810282,-0.7138445786,-0.1738214816,
79010301,-0.7276757278,-0.08227836908,
79210321,-0.7333572341,0.009837230358,
79410341,-0.7251453871,0.1017272223,
79610361,-0.7034566998,0.1909899527,
79810380,-0.6729431829,0.2774967522,
80010400,-0.6342150321,0.3602503122,
80210420,-0.5809988254,0.4350860662,
80410440,-0.5219864807,0.5070232128,
80610460,-0.4548963323,0.566731807,
80810479,-0.3787345707,0.6189930805,
81010499,-0.295735586,0.6602262693,
81210519,-0.2123236647,0.6919883597,
81410539,-0.1224432291,0.7113591465,
81610558,-0.03222521473,0.7213092644,
81810578,0.05898052629,0.7191048806,
82010598,0.1487596066,0.7064740627,
82210618,0.2371148968,0.6796990341,
82410637,0.3212349511,0.6448107382,
82610657,0.3988789189,0.6001489143,
82810677,0.4704132769,0.54468801,
83010697,0.5355889679,0.4810552704,
83210716,0.5926240578,0.4105256805,
83410736,0.6387697502,0.332335625,
83610756,0.6768072705,0.2484003901,
83810776,0.7032569471,0.1626030916,
84010795,0.7189878778,0.07270326311,
84210815,0.722954801,-0.01831504087,
84410835,0.7149645651,-0.1084318648,
84610855,0.6956947592,-0.2002374553,
84810874,0.6659534036,-0.2848991152,
85010894,0.6266556445,-0.3670569453,
85210914,0.5747305704,-0.443410228,
85410934,0.5159757083,-0.5117269742,
85610953,0.4476044091,-0.5721898094,
85810973,0.3718087602,-0.6253911483,
86010993,0.2918538456,-0.6677212602,
86211013,0.2064351905,-0.6993763653,
86411032,0.1190054516,-0.7177724864,
86611052,0.02917575766,-0.7279546178,
86811072,-0.06197557533,-0.7272940799,
87011092,-0.1521916967,-0.7130178331,
87211111,-0.2387138785,-0.6873532836,
87411131,-0.3214702295,-0.6507973598,
87611151,-0.400886731,-0.6071178683,
87811171,-0.4721518969,-0.550728052,
88011190,-0.5355709785,-0.4882746268,
88211210,-0.5908976001,-0.4170997259,
88411230,-0.6379976274,-0.3389847152,
88611250,-0.6756739064,-0.2572568892,
88811269,-0.7016070246,-0.1703687266,
89011289,-0.7145641335,-0.08034380078,
89211309,-0.7190464142,0.007961707057,
89411329,-0.7109981487,0.09851059883,
89611348,-0.6908716243,0.1847178974,
89811368,-0.6610195783,0.2693873925,
90011388,-0.620379085,0.3500081246,
90211408,-0.570174572,0.426968523,
90411427,-0.5109674112,0.49235317,
90611447,-0.4434673137,0.5528707624,
90811467,-0.3690637109,0.6035827873,
91011487,-0.28783494,0.6441875069,
91211506,-0.2024576268,0.6753339291,
91411526,-0.1136751848,0.6938219041,
91611546,-0.02387786234,0.7017424115,
91811566,0.06682966046,0.6989559317,
92011585,0.1556649462,0.6832285539,
92211605,0.2425112654,0.6568461685,
92411625,0.3251596964,0.6198236382,
92611645,0.4001083457,0.5732017449,
92811664,0.4724233136,0.5167648805,
93011684,0.5337185912,0.4493713727,
93211704,0.5882862234,0.3783420521,
93411724,0.6316756291,0.2962796426,
93611743,0.6667745074,0.2132837379,
93811763,0.687942502,0.1261162806,
94011783,0.6973590729,0.03625474808,
94211803,0.6981294034,-0.05279189396,
94411822,0.6853361067,-0.1425180445,
94611842,0.6613175413,-0.2290946084,
94811862,0.6290175569,-0.3116165399,
95011882,0.5850396684,-0.3893077781,
95211901,0.5328886719,-0.4591952046,
95411921,0.4700138174,-0.5230028653,
95611941,0.4015361447,-0.5804623962,
95811961,0.3259372702,-0.6266126457,
96011980,0.2447308304,-0.6629849631,
96212000,0.1594388029,-0.6903315486,
96412020,0.07087269187,-0.7073259128,
96612040,-0.02030273069,-0.7098241051,
96812059,-0.1064953071,-0.700947114,
97012079,-0.1921914047,-0.6831848753,
97212099,-0.2765776977,-0.6552829913,
97412119,-0.3568859658,-0.616260482,
97612138,-0.4317975558,-0.5644705393,
97812158,-0.4975018665,-0.5076253957,
98012178,-0.5571399549,-0.4405210186,
98212198,-0.6065147556,-0.3691936602,
98412217,-0.6478256796,-0.289966874,
98612237,-0.6758217772,-0.2071936199,
98812257,-0.697586276,-0.1210048952,
99012277,-0.7058932184,-0.03462265404,
99212296,-0.7017366216,0.0538137967,
99412316,-0.6897235843,0.1399515852,
99612336,-0.664033741,0.2254254299,
99812356,-0.6308811565,0.3078218797,
100012375,-0.5849762144,0.3819965116,
100212395,-0.5315214874,0.4523624707,
100412415,-0.4720158632,0.5131159557,
100612435,-0.4037600613,0.5691282024,
100812454,-0.3270345297,0.6148375255,
101012474,-0.2449836091,0.6498973908,
101212494,-0.1606488032,0.6737101005,
101412514,-0.07611096635,0.6873113994,
101612533,0.01389596348,0.6910346646,
101812553,0.09898768815,0.6830083334,
102012573,0.1864468062,0.6625615232,
102212593,0.2703652285,0.6355267364,
102412612,0.3479304649,0.5948963748,
102612632,0.4203412286,0.546275982,
102812652,0.4875022407,0.4880948054,
103012672,0.5465785743,0.4220489414,
103212691,0.5956738191,0.3496553422,
103412711,0.6343698039,0.2687890577,
103612731,0.6652839704,0.188422342,
103812751,0.6827022082,0.1016438522,
104012770,0.6904676701,0.01397470645,
104212790,0.6897729489,-0.07365768819,
104412810,0.6745702973,-0.1610527117,
104612830,0.6480063932,-0.2455403543,
104812849,0.6132843816,-0.3268944735,
105012869,0.5679930756,-0.40153811,
105212889,0.5134090123,-0.4698585612,
105412909,0.4501032068,-0.5318809698,
105612928,0.3821816915,-0.5859717459,
105812948,0.3043155766,-0.6286792689,
106012968,0.2247341739,-0.6635247927,
106212988,0.1419154203,-0.6875500645,
106413007,0.05386008405,-0.6981101584,
106613027,-0.0319062014,-0.7016070457,
106813047,-0.1191243369,-0.6904129577,
107013067,-0.202603757,-0.6699497695,
107213087,-0.2836979449,-0.6405180051,
107413106,-0.3589069435,-0.6012720291,
107613126,-0.4311453826,-0.5529476136,
107813146,-0.4967007325,-0.4937514287,
108013166,-0.551892991,-0.4285616053,
108213185,-0.5999737321,-0.3580894012,
108413205,-0.6373791783,-0.2821728101,
108613225,-0.6673324114,-0.199702373,
108813245,-0.6847362732,-0.1175038641,
109013264,-0.6941351103,-0.0307838619,
109213284,-0.6910486959,0.05609319763,
109413304,-0.6773809075,0.140755557,
109613324,-0.6513652046,0.2224224654,
109813343,-0.6178667344,0.3041685494,
110013363,-0.5716844948,0.3773064494,
110213383,-0.5186362053,0.444958964,
110413403,-0.4601720964,0.5058984137,
110613422,-0.3887263109,0.5591032208,
110813442,-0.3155798829,0.6037522628,
111013462,-0.2339619858,0.6347109932,
111213482,-0.1533854168,0.6604872919,
111413501,-0.06648027842,0.6714119216,
111613521,0.02201874024,0.6726535542,
111813541,0.1065620174,0.6652724869,
112013561,0.19166465,0.6459140025,
112213580,0.2751002641,0.6146032821,
112413600,0.3533246231,0.5715388565,
112613620,0.4241021727,0.5220869981,
112813640,0.4856799049,0.4629003424,
113013659,0.542994624,0.3957711729,
113213679,0.5908429944,0.3199557373,
113413699,0.6280009174,0.2404341778,
113613719,0.6544871832,0.1581647702,
113813738,0.6691445159,0.07282241102,
114013758,0.6744517764,-0.01611222271,
114213778,0.6672757246,-0.1025385129,
114413798,0.6495380414,-0.1894414446,
114613817,0.6205042645,-0.2717404633,
114813837,0.5821516179,-0.349679539,
115013857,0.5323310169,-0.4202821971,
115213877,0.474196158,-0.4861915658,
115413896,0.4089557472,-0.5433667917,
115613916,0.338797282,-0.5935512725,
115813936,0.2621843336,-0.6324967279,
116013956,0.1811344822,-0.6592170578,
116213975,0.09339726263,-0.6778185566,
116413995,0.01045352903,-0.6873047864,
116614015,-0.07434232885,-0.683158679,
116814035,-0.1592229303,-0.6664328016,
117014054,-0.2414568146,-0.641613771,
117214074,-0.3182104525,-0.6078262843,
117414094,-0.3908861831,-0.5663795104,
117614114,-0.4586677737,-0.512289793,
117814133,-0.517313411,-0.451365925,
118014153,-0.5664428893,-0.3862883831,
118214173,-0.6088663498,-0.3129089721,
118414193,-0.6419067215,-0.2369002594,
118614212,-0.6674967761,-0.1566179438,
118814232,-0.6812482976,-0.0725764111,
119014252,-0.6812504066,0.01033574383,
119214272,-0.6735780064,0.09382277925,
119414291,-0.6574219827,0.1765018318,
119614311,-0.6294423663,0.2562346268,
119814331,-0.5895107475,0.3299111098,
120014351,-0.543830862,0.4020842181,
120214370,-0.4884239937,0.4651046148,
120414390,-0.4260640819,0.5209656439,
120614410,-0.3559463104,0.5687604811,
120814430,-0.2806333501,0.6059952182,
121014449,-0.201043875,0.6344981709,
121214469,-0.11902005,0.6552919695,
121414489,-0.03603580813,0.6634988758,
121614509,0.05047823231,0.6609242955,
121814528,0.1345459809,0.6472740333,
122014548,0.2163791452,0.6245450592,
122214568,0.2926447927,0.5917100177,
122414588,0.3642275436,0.5472961225,
122614607,0.4338708803,0.4948713364,
122814627,0.49406559,0.4342652055,
123014647,0.5435438754,0.365617805,
123214667,0.5862021412,0.2924033661,
123414686,0.620775051,0.2122704642,
123614706,0.6435097656,0.1300939522,
123814726,0.6547571066,0.0479562247,
124014746,0.6557889893,-0.03797998665,
124214765,0.6458942869,-0.1216925679,
124414785,0.6234316652,-0.2050589949,
124614805,0.5940265037,-0.2843015244,
124814825,0.5511635003,-0.3571886971,
125014844,0.5034862193,-0.4277757888,
125214864,0.4459471354,-0.4887993451,
125414884,0.3774573078,-0.5401156399,
125614904,0.3099005808,-0.585225576,
125814923,0.2337398154,-0.6205044737,
126014943,0.1528983599,-0.6429591113,
126214963,0.07306545437,-0.6605800392,
126414983,-0.01173298339,-0.6665592074,
126615002,-0.09475209347,-0.6581911928,
126815022,-0.1753853129,-0.6444416798,
127015042,-0.2536130947,-0.6190837492,
127215062,-0.3270235542,-0.5838509745,
127415081,-0.3966357579,-0.5391537089,
127615101,-0.4625064713,-0.4865319375,
127815121,-0.5167006675,-0.4265720007,
128015141,-0.5655473849,-0.3597560481,
128215160,-0.6057010761,-0.2876318922,
128415180,-0.6359321556,-0.2092132908,
128615200,-0.6588926817,-0.1305405054,
128815220,-0.6668467842,-0.04742771373,
129015239,-0.6695087548,0.0341392534,
129215259,-0.657976694,0.1156842043,
129415279,-0.6362846631,0.1960946532,
129615299,-0.607825825,0.2728609554,
129815318,-0.5683316139,0.3450447072,
130015338,-0.5177548727,0.4127387712,
130215358,-0.4610989517,0.4730534637,
130415378,-0.3991499617,0.5255304297,
130615397,-0.3281219484,0.5691979801,
130815417,-0.2533994993,0.6074481929,
131015437,-0.1741913207,0.63179344,
131215457,-0.09381163932,0.6479054537,
131415476,-0.009715871669,0.6527328157,
131615496,0.07261610204,0.6473462363,
131815516,0.1539086274,0.6307720854,
132015536,0.234382796,0.6057010234,
132215555,0.3091995661,0.5695694636,
132415575,0.3788328752,0.5239737453,
132615595,0.4431700861,0.4696746581,
132815615,0.5003432164,0.4083693315,
133015634,0.5485366307,0.3378639676,
133215654,0.5882158213,0.2634455324,
133415674,0.6191099613,0.1861673235,
133615694,0.637253217,0.1025372771,
133815714,0.6457045769,0.01851208326,
134015733,0.6442115436,-0.06626614076,
134215753,0.6318245991,-0.1489351379,
134415773,0.6079394794,-0.229010011,
134615793,0.5725811256,-0.3063185953,
134815812,0.528758605,-0.3783501123,
135015832,0.4757372507,-0.4450692185,
135215852,0.4149692257,-0.5033424937,
135415872,0.3491383776,-0.5524600042,
135615891,0.2760293094,-0.5940275801,
135815911,0.1993107766,-0.624492078,
136015931,0.120426304,-0.6484661281,
136215951,0.03732568794,-0.6597787189,
136415970,-0.04539661829,-0.6578606047,
136615990,-0.1298256452,-0.6487323561,
136816010,-0.2090037062,-0.6304424287,
137016030,-0.2846417236,-0.6000594224,
137216049,-0.3569173594,-0.5593538183,
137416069,-0.422037558,-0.5122472917,
137616089,-0.4827125849,-0.4549760849,
137816109,-0.5364535085,-0.3959299571,
138016128,-0.580164213,-0.3249818886,
138216148,-0.6156225941,-0.254253298,
138416168,-0.6405737964,-0.1746369362,
138616188,-0.6570231488,-0.09852804864,
138816207,-0.6634911118,-0.01592089127,
139016227,-0.6604689285,0.06485784156,
139216247,-0.6462697499,0.1423110431,
139416267,-0.622918845,0.2182035035,
139616286,-0.5918472091,0.2916414417,
139816306,-0.550521753,0.3640363348,
140016326,-0.500656265,0.4249209304,
140216346,-0.4460550013,0.482356689,
140416365,-0.3828020278,0.5308741718,
140616385,-0.312965639,0.5724845581,
140816405,-0.240437392,0.6080838608,
