Frequency_Hz,ADS_Re,ADS_Im,DGV3_Re,DGV3_Im
3100000,-0.3853355472,-0.5538700514,-0.1774968462,-0.802775002
3200000,-0.5838242729,-0.3076304084,-0.5152929691,-0.6362233181
3300000,-0.6450506019,-0.0007502572473,-0.7423646562,-0.3370630462
3400000,-0.5592931855,0.2953110451,-0.8113129142,0.03109674605
3500000,-0.351342975,0.5155498628,-0.7082036393,0.3901372417
3600000,-0.07104859909,0.615909377,-0.4556124311,0.6639601487
3700000,0.2201133515,0.5800348704,-0.1079009918,0.794713853
3800000,0.4618539825,0.4193458517,0.2603695408,0.7552123262
3900000,0.605395575,0.1689583516,0.5704564342,0.5547942702
4000000,0.6213709573,-0.1188582093,0.7564173361,0.2372680706
4100000,0.505524895,-0.3834490799,0.7793148457,-0.1286597167
4200000,0.2812932821,-0.5670387981,0.6354877306,-0.4643718625
4300000,-0.002824114552,-0.6276526223,0.3570647713,-0.6984047252
4400000,-0.2828105785,-0.5506057203,0.004664459426,-0.7817873047
4500000,-0.4946459924,-0.3539083128,-0.3460044551,-0.6982836725
4600000,-0.5911533161,-0.08417940591,-0.6205828629,-0.4673771867
4700000,-0.5538504787,0.1961714931,-0.7618815203,-0.1395118166
4800000,-0.3956767697,0.425489861,-0.7416762987,0.2151682754
4900000,-0.1549977608,0.5570793927,-0.5660792065,0.5219708943
5000000,0.115325154,0.5674255351,-0.2735649905,0.717366801
5100000,0.3596463397,0.458207577,0.07367796406,0.7619614653
5200000,0.5295865576,0.2538193102,0.403054924,0.6481522394
5300000,0.5917964376,-0.003859639926,0.6466625193,0.4010965153
5400000,0.5335304616,-0.2626345301,0.7550827081,0.07301335156
5500000,0.365726002,-0.469001353,0.7071651852,-0.2678514928
5600000,0.1224565131,-0.5786206146,0.5139674917,-0.5512837123
5700000,-0.1446183123,-0.5666512359,0.2161968171,-0.7193606482
5800000,-0.3770539607,-0.434931247,-0.1242522161,-0.7381189091
5900000,-0.5235585208,-0.2128017603,-0.4369590894,-0.6043662621
6000000,-0.5527958235,0.04972150644,-0.6573449267,-0.346307802
6100000,-0.4606644091,0.2945046686,-0.7399153172,-0.01783210728
6200000,-0.2699907642,0.4692785006,-0.6677250524,0.3124744243
6300000,-0.02374011603,0.5387895694,-0.4560911613,0.5754583628
6400000,0.2252517357,0.4908754746,-0.149668601,0.7158540395
6500000,0.4250965217,0.3374353792,0.1866756474,0.7040689518
6600000,0.5344658299,0.1113536324,0.4814407551,0.5427367397
6700000,0.5302298884,-0.1396622576,0.671742274,0.2664772594
6800000,0.4124948975,-0.3618356225,0.7169612264,-0.06528261936
6900000,0.2059137124,-0.5061142356,0.607732425,-0.3810303388
7000000,-0.04414961222,-0.5394806048,0.3681506512,-0.6127169787
7100000,-0.2811769459,-0.4538647489,0.05056860739,-0.7106752495
7200000,-0.4511600919,-0.2692157743,-0.2759243409,-0.6545049818
7300000,-0.5163575821,-0.02876404178,-0.5407485021,-0.4574182689
7400000,-0.4644239123,0.212346933,-0.687316832,-0.1630648435
7500000,-0.3100694268,0.4010458143,-0.6852282173,0.1643659671
7600000,-0.08965951717,0.4983334814,-0.5364715036,0.4544103104
7700000,0.1484255906,0.4864100293,-0.2743994414,0.6456581147
7800000,0.3544332581,0.3704482908,0.04407373305,0.6987195489
7900000,0.4866782991,0.1760632537,0.351100018,0.6040885536
8000000,0.5187941812,-0.05620426394,0.5824429255,0.3834248711
8100000,0.4443887741,-0.2784662453,0.6907880993,0.08427172061
8200000,0.2786086153,-0.4444613248,0.6551156518,-0.2304012316
8300000,0.05588385922,-0.5189306087,0.4844001321,-0.4954687353
8400000,-0.1765899284,-0.485633139,0.2151382192,-0.6569546251
8500000,-0.3689537995,-0.351695968,-0.09656525285,-0.6827406613
8600000,-0.4801200012,-0.1464606604,-0.3866206944,-0.5686794149
8700000,-0.4872821631,0.08533806513,-0.5959332567,-0.3390610875
8800000,-0.3906834904,0.2941313295,-0.6822147149,-0.04146765528
8900000,-0.2125993674,0.4366334269,-0.6283799622,0.2629192659
9000000,0.008490723015,0.4846088286,-0.4459373356,0.511667799
9100000,0.2264282179,0.4297292868,-0.1727085586,0.6537240697
9200000,0.3965135245,0.2843613956,0.1347343638,0.6598626427
9300000,0.4838340305,0.07885810277,0.4125168301,0.5288601189
9400000,0.4699158462,-0.1440139132,0.6025965416,0.2880515278
9500000,0.3569105363,-0.3370061769,0.6649600925,-0.01201287253
9600000,0.168286896,-0.4579450705,0.5863162549,-0.3079039646
9700000,-0.05500059167,-0.4793950621,0.3833148,-0.5366399548
9800000,-0.2630662305,-0.3959673955,0.09938717995,-0.649239005
9900000,-0.4088614873,-0.2265924683,-0.2043334442,-0.6215263682
10000000,-0.4598933659,-0.01029854184,-0.4621866161,-0.4596854605
10100000,-0.4061228975,0.2035666915,-0.6183889978,-0.1991375911
10200000,-0.2616372293,0.3675334882,-0.6393969805,0.1031509441
10300000,-0.06014817412,0.4468523594,-0.5213407283,0.3812652523
10400000,0.1536056238,0.4263161424,-0.2907693805,0.5749623002
10500000,0.3338398972,0.312225482,0.001457002831,0.6429282568
10600000,0.4429149293,0.1300440324,0.2916498919,0.5716311256
10700000,0.458425732,-0.08119634578,0.5174203907,0.3778293715
10800000,0.37742631,-0.2767015957,0.6311868369,0.1043437424
10900000,0.2171730855,-0.4148875599,0.6100736601,-0.1897319318
11000000,0.01191147671,-0.4661422911,0.4601788767,-0.4420100073
11100000,-0.1941991381,-0.4195309936,0.2145456012,-0.6000423676
11200000,-0.3568310411,-0.28552593,-0.07443367142,-0.6320032263
11300000,-0.44156108,-0.09364401088,-0.3463367264,-0.5327352037
11400000,-0.4314968213,0.1145580823,-0.5452780711,-0.3241538696
11500000,-0.3304232975,0.2951104535,-0.6311585528,-0.05018747277
11600000,-0.1610143858,0.4111602315,-0.5874437066,0.2325267019
11700000,0.04082365322,0.4401463498,-0.4240887952,0.4662315666
11800000,0.2336600315,0.3774974536,-0.1751932662,0.6036316212
11900000,0.3785830297,0.2367973202,0.1080502173,0.6172558004
12000000,0.4463713373,0.04691252026,0.3677022294,0.5048491466
12100000,0.4229945213,-0.153334252,0.5507243249,0.2897859923
12200000,0.312736041,-0.3223754842,0.6196938573,0.01641041868
12300000,0.1381562615,-0.4241906245,0.5604957836,-0.2588490791
12400000,-0.06374210575,-0.4363091099,0.3854208946,-0.4789236425
12500000,-0.2490667073,-0.3555699982,0.1309320079,-0.5978855806
12600000,-0.3769691333,-0.1996599561,-0.149615707,-0.590679617
12700000,-0.4194066001,-0.003416398039,-0.3969699126,-0.4587102153
12800000,-0.3678403017,0.1893793592,-0.5585058549,-0.2299425029
12900000,-0.2349205776,0.336366773,-0.5996355171,0.04671982832
13000000,-0.0509695387,0.4061751895,-0.5115490148,0.3117605453
13100000,0.1433349939,0.3848756242,-0.3134287311,0.5079367378
13200000,0.3059554916,0.2782709205,-0.0484667293,0.5928811358
13300000,0.4022020681,0.1101170759,0.2255513462,0.5485272057
13400000,0.4116956398,-0.08301269985,0.4490139333,0.3851303665
13500000,0.3325514848,-0.2592655402,0.5736759637,0.1389106659
13600000,0.1819973856,-0.3802673434,0.573225517,-0.1361336147
13700000,-0.007017924706,-0.4195347037,0.448818045,-0.3803009724
13800000,-0.1929371407,-0.3686193794,0.2284067547,-0.5413224746
13900000,-0.3350357055,-0.2391991594,-0.03981698157,-0.5855654115
14000000,-0.4028121842,-0.06027009819,-0.2982180229,-0.5048752195
14100000,-0.3827391438,0.1288773012,-0.4922187282,-0.3177264107
14200000,-0.2806400516,0.287839716,-0.5817444929,-0.06467886533
14300000,-0.1194645792,0.3838846931,-0.5492443993,0.2006426703
14400000,0.06641191797,0.3983080028,-0.402782565,0.4229693617
14500000,0.2386182419,0.329408264,-0.1737941954,0.5567752114
14600000,0.3623193081,0.1920909375,0.08981540534,0.5753510279
14700000,0.4126829089,0.01463150673,0.3336848,0.4758642529
14800000,0.3795028203,-0.166736966,0.5080639195,0.279553195
14900000,0.2693633059,-0.31470145,0.5777645697,0.0271525964
15000000,0.1048032322,-0.3982976887,0.5291012292,-0.2294703514
15100000,-0.07979746115,-0.3995978738,0.372526884,-0.4378116302
15200000,-0.2452320299,-0.3180712095,0.1404785728,-0.55532312
15300000,-0.3560639061,-0.1712098132,-0.1191613011,-0.5580482085
15400000,-0.3887051855,0.009127747063,-0.3527510832,-0.4455902256
15500000,-0.3367788778,0.183896989,-0.5118561561,-0.2413677295
15600000,-0.2123458396,0.3156776685,-0.5633188909,0.01200130151
15700000,-0.04287440275,0.376823123,-0.4963493058,0.2613763892
15800000,0.1350026274,0.3551038459,-0.3250699253,0.4541535595
15900000,0.2833186343,0.2559004297,-0.08582702897,0.5494445302
16000000,0.3705739303,0.1008481115,0.1703269996,0.526974246
16100000,0.3781720933,-0.07662504557,0.3884914609,0.3916787112
16200000,0.3044257542,-0.2381088578,0.52180643,0.1728583366
16300000,0.1652805138,-0.3482936715,0.5417336235,-0.08205970518
16400000,-0.008731355869,-0.3828243814,0.4443727459,-0.3178452883
16500000,-0.1790642912,-0.3340856455,0.2513247985,-0.4835817507
16600000,-0.3079661129,-0.2132144876,0.004872292852,-0.5438244827
16700000,-0.3672940339,-0.04751500254,-0.2414187798,-0.4862623326
16800000,-0.3448989205,0.1261299289,-0.434504311,-0.324175234
16900000,-0.2468968824,0.2699521196,-0.5333788108,-0.09321710187
17000000,-0.09553739597,0.3536787921,-0.5177420873,0.1566322385
17100000,0.07632305192,0.3606127269,-0.3919856265,0.3720383059
17200000,0.2324729724,0.290404303,-0.1837832622,0.5077271324
17300000,0.3406857104,0.1584558276,0.0622205332,0.5358832576
17400000,0.3789025544,-0.007525498052,0.2941099971,0.451622763
17500000,0.3394085505,-0.1730787817,0.4636408669,0.2735518635
17600000,0.2304013676,-0.3037820041,0.5361380485,0.03947774206
17700000,0.07456343049,-0.3722344062,0.497381733,-0.2016923142
17800000,-0.0953780009,-0.3639292259,0.3561982882,-0.4001225603
17900000,-0.24347614,-0.2806315827,0.1423582133,-0.5152168352
18000000,-0.3383896573,-0.1402223494,-0.09970083534,-0.5237775232
18100000,-0.3603198698,0.02718148188,-0.320023199,-0.4245841428
18200000,-0.3052828606,0.1859373809,-0.4733278569,-0.2385289639
18300000,-0.1857032041,0.3027015783,-0.5282308054,-0.004302691793
18400000,-0.02739014002,0.3534552001,-0.4736682151,0.2295211348
18500000,0.1361472241,0.3282541818,-0.3212183133,0.41444712
18600000,0.2706677004,0.2329615046,-0.1028054258,0.5120798741
18700000,0.3480865191,0.08789156456,0.1358190498,0.5021640963
18800000,0.3521354468,-0.07626197171,0.3445536171,0.3869455092
18900000,0.2818534399,-0.2245568183,0.4794632146,0.1908631796
19000000,0.1521570412,-0.3250352523,0.5121323939,-0.04446502488
19100000,-0.008928284276,-0.3557344668,0.4358262857,-0.2689931733
19200000,-0.1661572948,-0.3098668832,0.2670595991,-0.4349168309
19300000,-0.2849603368,-0.1976800653,0.04214685334,-0.5069651926
19400000,-0.3394267362,-0.04423643552,-0.1905820778,-0.4700446369
19500000,-0.3182257694,0.1164474237,-0.381226037,-0.3325133151
19600000,-0.2268974185,0.24931011,-0.4891151105,-0.1243322289
19700000,-0.08610715471,0.3260669029,-0.4915727843,0.1095038014
19800000,0.07336881721,0.3310671236,-0.3887019603,0.3187813875
19900000,0.2174681323,0.2641074774,-0.2031712547,0.4589336013
20000000,0.3159143511,0.1399852304,0.02488596982,0.5005536457
20100000,0.3482414829,-0.01481333377,0.2466632834,0.4355048161
20200000,0.3078230031,-0.1675632499,0.4151861381,0.2783746754
20300000,0.203249718,-0.2859598751,0.495239195,0.06306884088
20400000,0.05670251796,-0.344844328,0.4706231568,-0.1646129218
20500000,-0.1005780481,-0.3316633906,0.3472834,-0.3567559847
20600000,-0.2349695695,-0.2493568211,0.1517626132,-0.4733697194
20700000,-0.3178598199,-0.1158056844,-0.07459049161,-0.4906066197
20800000,-0.3319555706,0.04016751682,-0.2843748418,-0.4055171007
20900000,-0.2749284796,0.1852718721,-0.4340104319,-0.2364390615
21000000,-0.1595898749,0.2890400175,-0.4927085915,-0.0190158726
21100000,-0.01077065032,0.3301935936,-0.4487343031,0.2012927612
21200000,0.1401406235,0.3007838682,-0.3117189627,0.3786570887
21300000,0.2617052505,0.2074919601,-0.1105785332,0.4763541173
21400000,0.3287276065,0.07008191182,0.1125286173,0.4743481256
21500000,0.3272819491,-0.08259272226,0.3109732134,0.3734255815
21600000,0.2576375649,-0.21835722,0.4433645086,0.1950232964
21700000,0.1344658894,-0.3083258574,0.4821968613,-0.0232397361
21800000,-0.01594483817,-0.3331342115,0.4196266459,-0.2354294962
21900000,-0.1611675502,-0.2873960714,0.2691448351,-0.3969440247
22000000,-0.2697620326,-0.1811529353,0.06275603364,-0.4739216652
22100000,-0.3183718778,-0.03773539282,-0.15577591,-0.4504118002
22200000,-0.2969619222,0.1115422167,-0.3402045631,-0.3317608552
22300000,-0.2108608418,0.2344854277,-0.4516271083,-0.143464398
22400000,-0.07923214231,0.3050906692,-0.4667492839,0.07428721296
22500000,0.06941839074,0.3089337964,-0.3828047606,0.2752030084
22600000,0.2034652734,0.245858769,-0.2180692613,0.416770619
22700000,0.2947261282,0.1296776608,-0.00787132179,0.4692870043
22800000,0.3241404459,-0.0148414565,0.2030176937,0.4221014467
22900000,0.2856126835,-0.1570645444,0.3699532399,0.2857516771
23000000,0.1873414508,-0.2667744876,0.457880974,0.08957519843
23100000,0.0502756181,-0.320528591,0.4486787238,-0.1246451634
23200000,-0.09619225051,-0.3067975721,0.3448454782,-0.3116052805
23300000,-0.2205499163,-0.2286446309,0.1688051678,-0.4320560693
23400000,-0.2961328145,-0.1031451482,-0.04197179557,-0.4610105012
23500000,-0.3070393572,0.04243850892,-0.2429552758,-0.3928799907
23600000,-0.2515166415,0.1767971456,-0.3919473261,-0.2425043291
23700000,-0.1420610543,0.2714712107,-0.4579096393,-0.04190411554
23800000,-0.002396083833,0.3068549182,-0.4273974392,0.1665306903
23900000,0.1377745502,0.2760663072,-0.3072816174,0.3389753418
24000000,0.2489957357,0.1860795204,-0.1232147493,0.4393602287
24100000,0.3080389243,0.05610726152,0.08582319455,0.4469039691
24200000,0.3025873263,-0.08635642446,0.275753505,0.3604237025
24300000,0.2338185565,-0.2111291413,0.4066793516,0.1985250969
24400000,0.1163370444,-0.2916067498,0.4512726384,-0.004367859879
24500000,-0.02471129703,-0.3105052396,0.4005019473,-0.2053108182
24600000,-0.158946056,-0.2637857786,0.265489721,-0.3619269741
24700000,-0.2574217025,-0.161703638,0.07510240779,-0.4413610601
24800000,-0.2990929131,-0.02656458909,-0.1302150033,-0.4271970874
24900000,-0.2754485609,0.1123270198,-0.3070439713,-0.3228685358
25000000,-0.1921803503,0.2252411802,-0.4181965348,-0.1508413365
25100000,-0.06761212969,0.2884675374,-0.4405522572,0.05224028853
25200000,0.07152899575,0.2891721804,-0.3698635491,0.2433877364
25300000,0.1958799086,0.2277675389,-0.2215272353,0.3823912396
25400000,0.2794874592,0.1175390829,-0.02719397728,0.4402813399
25500000,0.3050110355,-0.01821752875,0.1720226323,0.405341786
25600000,0.267201748,-0.150956545,0.3342634894,0.2854321993
25700000,0.174039559,-0.2527048821,0.4257100193,0.1061780098
25800000,0.04522286072,-0.3019035214,0.4275976822,-0.09453958223
25900000,-0.09185430988,-0.2880866575,0.340017359,-0.2745964528
26000000,-0.2079348163,-0.2142904289,0.1817553862,-0.3964457078
26100000,-0.2782935495,-0.09649154443,-0.0137487791,-0.4349106799
26200000,-0.2881759334,0.03990420997,-0.2054537562,-0.3823534016
26300000,-0.2359498485,0.1657003959,-0.3532993024,-0.2501763336
26400000,-0.133264182,0.2542880957,-0.426546137,-0.06637126363
26500000,-0.002313238472,0.287267814,-0.4101574752,0.1303650674
26600000,0.1290205433,0.2581449469,-0.3079098645,0.298731348
26700000,0.2330208768,0.1734798253,-0.1415867579,0.4034666726
26800000,0.2878224851,0.05141830936,0.05359153713,0.422748456
26900000,0.2818994341,-0.08204735886,0.2363696434,0.3527938262
27000000,0.2165392029,-0.1984175262,0.3681589306,0.2086791756
27100000,0.1057538219,-0.2726756292,0.4212138245,0.02117291759
27200000,-0.0265243855,-0.2887498953,0.3845408296,-0.1697817787
27300000,-0.1515515141,-0.2431958267,0.2662563493,-0.3235708194
27400000,-0.2421389602,-0.1461017381,0.09185675926,-0.4075865313
27500000,-0.2787680063,-0.01885427696,-0.1012530445,-0.4042029498
27600000,-0.2539100127,0.1107397023,-0.2718020237,-0.3145257747
27700000,-0.1734965513,0.2147281908,-0.3835196505,-0.158092962
27800000,-0.0553048652,0.271111459,-0.4128912344,0.03140514691
27900000,0.07516594873,0.2683744845,-0.354114278,0.21343532
28000000,0.1902403208,0.2076066075,-0.2201977745,0.3493445592
28100000,0.2658094904,0.1019811064,-0.04000921261,0.4105866031
28200000,0.2861837619,-0.02612901901,0.1480332614,0.3846810614
28300000,0.2472163909,-0.1497818354,0.3042093874,0.2776650178
28400000,0.1571484953,-0.2429940593,0.3958877938,0.1125849257
28500000,0.03496134104,-0.2861452394,0.4042812025,-0.07556475111
28600000,-0.09354519194,-0.2701655941,0.3281871594,-0.2473118309
28700000,-0.2012224874,-0.1985442119,0.184008204,-0.3669753803
28800000,-0.2654213899,-0.08660768906,0.00213434843,-0.4100103113
28900000,-0.2728659669,0.04183134925,-0.1794916571,-0.3679463987
29000000,-0.2224113155,0.1596732673,-0.3232627961,-0.249967653
29100000,-0.1251029362,0.2423378056,-0.399632097,-0.08087217289
29200000,-0.001647178477,0.2728655384,-0.3931223152,0.1041259991
29300000,0.1220256836,0.2452863641,-0.3054333401,0.2666778117
29400000,0.2201177083,0.1656955816,-0.1550418635,0.3731903039
29500000,0.2721995584,0.05094686822,0.02662064874,0.4017415745
29600000,0.2673898876,-0.07475059711,0.2016507097,0.3466219788
29700000,0.2067117514,-0.1847433906,0.3335200954,0.2195627446
29800000,0.1030950692,-0.2554970654,0.3946980493,0.04736334731
29900000,-0.02114763155,-0.2717268948,0.3724714499,-0.1336456504
30000000,-0.1390284779,-0.2299290062,0.2717171199,-0.2852044616
30100000,-0.224837632,-0.139353962,0.1139823023,-0.3752268664
30200000,-0.259951195,-0.02002929821,-0.06700533964,-0.3846850882
30300000,-0.2370293917,0.1017688593,-0.2325012327,-0.3117668813
30400000,-0.1615505745,0.1994671003,-0.3470698699,-0.1723474274
30500000,-0.05037834159,0.2520779559,-0.3862614463,0.003388426479
30600000,0.07215377406,0.248643046,-0.3419302673,0.1774759842
30700000,0.1796138804,0.1903470843,-0.2239897152,0.3124269336
30800000,0.24908386,0.09001988694,-0.05819735852,0.3793755034
30900000,0.2658912604,-0.03072495512,0.1195300657,0.3642948686
31000000,0.2265892852,-0.1460801574,0.2709807712,0.2709109592
31100000,0.1396343314,-0.2314664761,0.3639187332,0.1197075486
31200000,0.02359699363,-0.2687263055,0.3789303895,-0.05668938263
31300000,-0.09679293757,-0.25000437,0.3133823847,-0.2206583318
31400000,-0.1959729721,-0.1794258524,0.1817102654,-0.337647266
31500000,-0.253068668,-0.07213978193,0.01208464556,-0.3834053303
31600000,-0.2563318462,0.04906547036,-0.1597264863,-0.3488805447
31700000,-0.2054891238,0.1587517067,-0.2979280764,-0.2418388205
31800000,-0.1115527027,0.2342351862,-0.3740959211,-0.08497801308
31900000,0.005718443105,0.2602103939,-0.3729030045,0.0889693458
32000000,0.1220252124,0.231699457,-0.2950707896,0.2440717505
32100000,0.2134795983,0.154874847,-0.1570285841,0.3485601764
32200000,0.2613617029,0.04572417915,0.01258068994,0.3812467511
32300000,0.2558577787,-0.07314538994,0.1788075861,0.3357515749
32400000,0.1981221811,-0.1770131321,0.3075278398,0.2217307042
32500000,0.1002218028,-0.2440923312,0.3723887767,0.06287905548
32600000,-0.01716790774,-0.2601697491,0.360198055,-0.1079001241
32700000,-0.1290109458,-0.2218243585,0.2736727161,-0.2552181761
32800000,-0.2112986189,-0.137384669,0.1309642189,-0.3484912173
32900000,-0.2463760721,-0.02524818516,-0.03800056782,-0.3683286793
33000000,-0.2269107309,0.09014449202,-0.1976797626,-0.3106879292
33100000,-0.1575115133,0.1837421452,-0.3143570476,-0.1878734859
33200000,-0.05362785912,0.2354106744,-0.3633238397,-0.0260842665
33300000,0.06194148413,0.2342723961,-0.3342551099,0.1400609161
33400000,0.1640601894,0.1809413591,-0.2335604165,0.2749110141
33500000,0.2306608095,0.08726917064,-0.08311602688,0.3495046461
33600000,0.2474293194,-0.02626344701,0.08441902758,0.3479144737
33700000,0.2108404291,-0.1349473954,0.2327111051,0.2707655778
33800000,0.1289230023,-0.2151553508,0.3297083838,0.135099282
33900000,0.01954573622,-0.2494717633,0.3546485667,-0.02940817017
34000000,-0.09348079472,-0.230516184,0.3025315597,-0.1870128821
34100000,-0.1856626825,-0.1625483794,0.1850664762,-0.303752559
34200000,-0.2372296372,-0.06043713171,0.02793064666,-0.3547975653
34300000,-0.2374013708,0.05375774904,-0.1349737437,-0.329677838
34400000,-0.1865315508,0.1557213936,-0.2689226287,-0.2342900048
34500000,-0.09573670917,0.2241258426,-0.3457721861,-0.08934691924
34600000,0.01573889153,0.2449991567,-0.3497730601,0.07427651673
34700000,0.1246941462,0.2143786481,-0.2806261949,0.2222050193
34800000,0.2087388984,0.1388665887,-0.1532474354,0.323770743
34900000,0.2507403222,0.0341316108,0.005589026172,0.3582689222
35000000,0.2421801484,-0.07828388455,0.1629390659,0.3190296082
35100000,0.1848560377,-0.175266765,0.2864964755,0.2145627546
35200000,0.0905962632,-0.2367950663,0.3511416553,0.06663350914
35300000,-0.02104355223,-0.250093071,0.3439517035,-0.09428212765
35400000,-0.1267547121,-0.2124109602,0.2667206236,-0.2352266751
35500000,-0.2043708326,-0.1317487639,0.1355271357,-0.3274411581
35600000,-0.2376355612,-0.02525428208,-0.02255053073,-0.3521889383
35700000,-0.219743146,0.08442121646,-0.1749328859,-0.3045796401
35800000,-0.1548153673,0.1740022481,-0.2901816166,-0.1946214225
35900000,-0.05698492604,0.2245896256,-0.3444762447,-0.04525259578
36000000,0.05266934878,0.2256735407,-0.3266128259,0.1123081898
36100000,0.150627133,0.1773274817,-0.240464921,0.2450040876
36200000,0.2159098388,0.09017372105,-0.1043257962,0.3248827294
36300000,0.2345360669,-0.01684560478,0.05282029039,0.3350867193
36400000,0.2025554728,-0.1204596433,0.1973892728,0.2735777519
36500000,0.1270041699,-0.1980544223,0.2983933301,0.153717334
36600000,0.02448878537,-0.2326354084,0.3341839526,0.001491272835
36700000,-0.08240487671,-0.2166560992,0.2972271847,-0.1500815104
36800000,-0.1701407529,-0.1537621015,0.195799785,-0.2681504277
36900000,-0.2195298733,-0.05795826108,0.05218239296,-0.3272359706
37000000,-0.2199971173,0.04962801805,-0.1022632283,-0.3147988922
37100000,-0.171785831,0.1455637111,-0.2340148928,-0.233912418
37200000,-0.08565057231,0.2092943319,-0.3147286942,-0.1024539544
37300000,0.01974305846,0.2274801815,-0.3273398886,0.05095326267
37400000,0.1219755549,0.1965992572,-0.2695912754,0.1932781426
37500000,0.1996104247,0.1234159557,-0.1542776225,0.2942432671
37600000,0.2365487644,0.02337766199,-0.00625267659,0.3327261736
37700000,0.2252127985,-0.08264820783,0.1430494513,0.3010522146
37800000,0.168013632,-0.1726493408,0.2623305042,0.2063469828
37900000,0.07684032181,-0.2279608252,0.3269369858,0.06877481386
38000000,-0.02936611112,-0.2371168233,0.323832565,-0.08286163055
38100000,-0.128524455,-0.1982665968,0.2540795766,-0.2171775785
38200000,-0.2000367967,-0.119597526,0.1324116581,-0.3066527224
38300000,-0.229135906,-0.01761909143,-0.01593693173,-0.3331786396
38400000,-0.2099899954,0.08634185243,-0.1604579983,-0.2916352236
38500000,-0.1468807547,0.1706555914,-0.2715915283,-0.1908292262
38600000,-0.05323148091,0.2179152706,-0.3267136906,-0.05164127868
38700000,0.05125028593,0.2185188512,-0.3147177621,0.09724079462
38800000,0.1446764382,0.1726083987,-0.2382842017,0.2251645324
38900000,0.207491731,0.09002775798,-0.1133731902,0.3057833123
39000000,0.226527494,-0.01167239248,0.03399374111,0.3225042014
39100000,0.1978141515,-0.1108212649,0.1730582359,0.2719949871
39200000,0.1275571765,-0.1861559958,0.2747079908,0.1649889196
39300000,0.03097683111,-0.2214084048,0.3176152636,0.0241538733
39400000,-0.0708722338,-0.2089541789,0.292828773,-0.1206008128
39500000,-0.1556982799,-0.1516264295,0.2057950083,-0.2384432727
39600000,-0.2049602781,-0.06216481689,0.07530445762,-0.3042353958
39700000,-0.208038612,0.03964126197,-0.07047884477,-0.304001994
39800000,-0.1645577669,0.1314335091,-0.2000844744,-0.2380178279
39900000,-0.08432807753,0.1932793475,-0.2855791943,-0.1207849072
40000000,0.01499152268,0.2119881028,-0.3086603622,0.02212940051
40100000,0.111864234,0.1838120499,-0.2646248687,0.1596995834
40200000,0.1855309412,0.1150482057,-0.1633225112,0.2622327606
40300000,0.2203586048,0.02053635022,-0.02689989803,0.3078132082
40400000,0.2090361372,-0.07955518973,0.115122438,0.2869683069
40500000,0.1540274535,-0.1639839766,0.2323033326,0.2045552793
40600000,0.06701026429,-0.2148856348,0.2998163019,0.07851765514
40700000,-0.03360309565,-0.2215282313,0.3036483856,-0.06413682087
40800000,-0.1265778929,-0.1825727975,0.2433881752,-0.1931947582
40900000,-0.1923820313,-0.1063263207,0.1320877935,-0.2816366755
41000000,-0.2173299059,-0.008912924409,-0.006680343549,-0.3112241059
41100000,-0.1964239108,0.08922090871,-0.14387788,-0.2761465363
41200000,-0.1342912714,0.1676625683,-0.2510724504,-0.1840408618
41300000,-0.0440776983,0.2102815698,-0.3062724041,-0.05424774858
